name,company,introduce,num,per,time
基金经理：吕军涛,民生加银基金管理有限公司,"
                            ,吕军涛先生:对外经济贸易大学本科毕业。自2000年7月至2002年4月在北京恒城经济发展总公司投资部担任投资研究员职务;自2002年5月至2003年6月在财富网络科技有限公司担任证券分析员职务;自2003年7月至2011年10月在嘉实基金管理公司担任股票交易员、组合控制员职务;自2011年9月至2013年4月在泰康资产管理有限责任公司担任固收交易、权益交易业务主管职务;2013年5月加入民生加银基金管理有限公司,曾担任交易部副总监职务,现担任固定收益部总监助理、基金经理职务。
                        ",276.74,3.63%,"
                            ,1年又3天,
                            ,2016-10-14
                            ,
                            ,
                            ,
                        "
基金经理：蔡晓,民生加银基金管理有限公司,"
                            ,蔡晓先生:中国科学院半导体研究所微电子与固体电子学硕士,12年证券从业经历。曾在中信建投证券、新华资产管理公司研究部担任研究员,在建信基金管理公司研究部担任总监助理、策略组长、专户投委会成员。2014年加入民生加银基金管理有限公司,现任研究部总监助理。
                        ",3.07,31.44%,"
                            ,1年又287天,
                            ,2016-01-04
                            ,
                            ,
                            ,
                        "
基金经理：高松,民生加银基金管理有限公司,"
                            ,高松先生:北京大学医学部生理学博士,北京大学医学部临床医学专业学士,6年证券从业经历。自2008年10月至2010年11月在加拿大多伦多大学医学科研部担任博士后;自2010年11月至2011年11月在国金通用基金管理有限公司(筹)担任研究员职务;自2011年11月至2015年1月在方正富邦基金管理有限公司担任研究员职务;自2015年1月至2016年7月在方正富邦基金管理有限公司担任基金经理职务。2016年7月7日加入民生加银基金管理有限公司,担任基金经理一职。
                        ",1.97,16.90%,"
                            ,2年又118天,
                            ,2015-01-16
                            ,
                            ,
                            ,
                        "
基金经理：柳世庆,民生加银基金管理有限公司,"
                            ,柳世庆:硕士,北京大学金融学硕士,曾就职于安信证券,北京鸿道投资,担任宏观、金融及地产研究员。2013年加入民生加银基金管理有限公司。曾任地产及家电行业研究员,现担任基金经理助理。
                        ",9.96,23.40%,"
                            ,1年又76天,
                            ,2016-08-02
                            ,
                            ,
                            ,
                        "
基金经理：邱世磊,民生加银基金管理有限公司,"
                            ,邱世磊先生:中国人民大学管理学本科、硕士,曾就职于海通证券债券部担任高级经理,在渤海证券资管部担任高级研究员,在东兴证券资管部担任高级投资经理。2015年4月加入民生加银基金管理有限公司,曾担任固定收益部基金经理助理。自2016年1月起担任民生加银新战略灵活配置混合型证券投资基金、民生加银新动力灵活配置混合型证券投资基金基金经理;自2016年8月起担任民生加银鑫福灵活配置混合型证券投资基金基金经理。
                        ",15.55,18.67%,"
                            ,1年又262天,
                            ,2016-01-29
                            ,
                            ,
                            ,
                        "
基金经理：李文君,民生加银基金管理有限公司,"
                            ,李文君女士:中国人民大学金融学硕士,自2007年至2011年在东方基金管理有限公司交易部担任交易员职务,自2011年5月至2013年8月在方正富邦基金管理有限公司交易部担任交易员职务,自2013年8月至2014年3月在方正富邦基金管理有限公司投资部担任基金经理助理一职,自2014年3月至2016年1月在方正富邦基金管理有限公司担任基金经理一职。2016年1月加入民生加银基金管理有限公司。自2016年4月至今担任民生加银现金增利货币市场基金、民生加银家盈理财月度债券型证券投资基金、民生加银和鑫债券型证券投资基金基金经理;自2016年6月至今担任民生加银现金添利货币市场基金基金经理;2016年7月至今担任民生加银鑫盈债券型证券投资基金基金经理;2016年11月至今担任民生加银家盈理财7天债券型证券投资基金基金经理;2016年12月至今担任民生加银腾元宝货币市场基金基金经理;2017年2月担任民生加银鑫升纯债债券型证券投资基金基金经理。
                        ",350.09,8.58%,"
                            ,3年又106天,
                            ,2014-03-07
                            ,
                            ,
                            ,
                        "
基金经理：孙伟,民生加银基金管理有限公司,"
                            ,孙伟先生:北京大学工商管理硕士。曾任国信证券经济研究所分析师。2012年2月加入民生加银基金管理有限公司,曾任计算机、传媒、电子行业研究员,基金经理助理。自2014年7月至今担任民生加银红利回报灵活配置混合型证券投资基金、民生加银策略精选灵活配置混合型证券投资基金基金经理;自2016年7月至今担任民生加银精选混合型证券投资基金基金经理。
                        ",11.96,177.18%,"
                            ,3年又103天,
                            ,2014-07-07
                            ,
                            ,
                            ,
                        "
基金经理：李慧鹏,民生加银基金管理有限公司,"
                            ,李慧鹏先生:首都经济贸易大学产业经济学硕士,曾在联合资信评估有限公司担任高级分析师,在银华基金管理有限公司担任研究员,泰达宏利基金管理有限公司担任基金经理的职务。2015年6月加入民生加银基金管理有限公司,自2015年7月至今担任民生加银平稳添利定期开放债券型证券投资基金、民生加银平稳增利定期开放债券型证券投资基金基金经理;自2016年1月至今担任民生加银新收益债券型证券投资基金基金经理;自2016年4月至今担任民生加银家盈理财7天债券型证券投资基金基金经理;自2016年6月至今担任民生加银鑫瑞债券型证券投资基金基金经理;自2016年7月至今担任民生加银鑫盈债券型证券投资基金基金经理;2016年9月至今担任民生加银鑫安纯债债券型证券投资基金基金经理;2016年10月至今担任民生加银鑫享债券型证券投资基金基金经理。自2016年12月至今担任民生加银岁岁增利定期开放债券型证券投资基金基金经理。自2017年3月至今担任民生加银鑫益债券型证券投资基金基金经理。
                        ",90.26,52.55%,"
                            ,3年又125天,
                            ,2014-02-24
                            ,
                            ,
                            ,
                        "
基金经理：宋磊,民生加银基金管理有限公司,"
                            ,宋磊:中国国籍,华东理工大学化学工程硕士。曾任大鹏证券、申银万国证券研究部研究员,华安基金管理公司研究部研究总监、投资部基金经理,华宸未来基金投资部副总监。2014年加入民生加银基金管理有限公司,担任研究部总监。
                        ",15.61,122.95%,"
                            ,5年又248天,
                            ,2009-12-22
                            ,
                            ,
                            ,
                        "
基金经理：彭云峰,民生加银基金管理有限公司,"
                            ,彭云峰先生,北京大学经济学硕士。 自2005年8月至2006年5月在国都证券有限责任公司担任债券研究员兼宏观研究员职务, 自2006年5月至2011年6月在鹏华基金管理有限公司担任债券研究员、社保组合投资经理、债券基金经理等职务, 自2011年6月至2016年6月在建信基金管理有限公司担任债券基金经理职务。 2016年8月加入民生加银基金管理有限公司,拟任基金经理职务。
                        ",21.51,148.00%,"
                            ,6年又208天,
                            ,2010-05-31
                            ,
                            ,
                            ,
                        "
基金经理：蒯学章,民生加银基金管理有限公司,"
                            ,蒯学章先生:北京大学本科,军事医学科学院硕士研究生。 自2010年6月至2012年5月在方正证券担任研究员职务,自2012年5月至2013年3月在国金通用基金管理有限公司担任研究员职务。2013年4月加入民生加银基金,历任研究员、高级研究员职务,现任基金经理职务。
                        ",3.82,17.44%,"
                            ,327天,
                            ,2016-11-24
                            ,
                            ,
                            ,
                        "
基金经理：吴剑飞,民生加银基金管理有限公司,"
                            ,吴剑飞先生：硕士。曾任职于长盛基金管理有限公司、泰达宏利基金管理有限公司，任研究员、基金经理助理等职。2005年3月至2005年8月，在泰达宏利基金管理有限公司任泰达宏利价值优化型稳定类行业基金基金经理。2005年加入建信基金管理有限公司，2005年8月至2009年11月任建信恒久价值股票型证券投资基金基金经理；并任投资决策委员会委员、投资部副总监。2009年加入平安资产管理公司，任股票投资部总经理。2011年加入民生加银基金管理有限公司，现为公司副总经理、投资决策委员会主席。2012年2月至今任民生加银景气行业股票型证券投资基金基金经理。
                        ",2.48,201.17%,"
                            ,10年又49天,
                            ,2005-04-20
                            ,
                            ,
                            ,
                        "
基金经理：独孤南薰,太平基金管理有限公司,"
                            ,独孤南薰:美国西北大学经济学学士,具有证券投资基金从业资格。2003年10月起曾在台湾凯基证券上海研究部、工银瑞信基金管理有限公司、汇丰晋信基金管理有限公司、安信证券股份有限公司、国泰君安证券股份有限公司担任研究员、高级研究员等职。2013年4月加入中原英石基金管理有限公司,在职期间一直从事投资管理及研究工作,先后担任研究员、投资经理及本基金的基金经理助理。
                        ",15.83,1.13%,"
                            ,1年又193天,
                            ,2016-04-07
                            ,
                            ,
                            ,
                        "
基金经理：翁锡赟,太平基金管理有限公司,"
                            ,翁锡赟先生:复旦大学金融学硕士,具有证券投资基金从业资格。现任本基金管理人固定收益部总监。2004年1月起曾在兴业基金管理有限公司(现兴业全球基金管理有限公司)任首席交易员和债券研究员,万家基金管理有限公司任基金经理助理,国泰基金管理有限公司任国泰货币市场证券投资基金基金经理(任职期间:2008年8月23日至2011年6月15日)、国泰金鹿保本增值混合证券投资基金基金经理(任职期间:2010年6月10日至2011年6月15日)、社保409、709组合投资经理,东吴证券股份有限公司任债券投资部副总经理,国泰君安(香港)有限公司任国泰君安巨龙中国固定收益基金(RQFII)基金经理(任职期间:2012年3月9日至2013年11月22日)、高级副总裁、中原英石货币市场基金基金经理(任职期间:2014年9月11日至2015年10月21日,该基金基金合同已终止)、2016年3月8日起担任中原英石灵活配置混合型发起式证券投资基金基金经理。2016年11月4日起担任太平日日金货币市场基金基金经理。
                        ",150.95,6.04%,"
                            ,5年又185天,
                            ,2008-08-23
                            ,
                            ,
                            ,
                        "
基金经理：胡振仓,民生加银基金管理有限公司,"
                            ,胡振仓先生:经济学硕士。自2003年7月至2005年4月就职于乌鲁木齐市商业银行,从事债券交易与研究工作;自2006年3月至2006年6月就职于国联证券公司,从事债券交易工作,任高级经理;自2006年7月至2008年3月就职于益民基金管理有限公司,任基金经理;自2008年4月至2015年6月就职于泰达宏利基金管理公司,任固定收益部副总经理、基金经理;自2015年6月至2017年5月就职于泰康资产管理有限责任公司,任第三方投资部执行总监。2017年6月加入民生加银基金管理有限公司,拟任基金经理一职。
                        ",26.33,130.80%,"
                            ,8年又173天,
                            ,2006-11-17
                            ,
                            ,
                            ,
                        "
基金经理：杨林耘,民生加银基金管理有限公司,"
                            ,杨林耘女士:北京大学金融学硕士。曾任东方基金基金经理(2008年-2013年),中国外贸信托高级投资经理、部门副总经理,泰康人寿投资部高级投资经理,武汉融利期货首席交易员、研究部副经理。自2013年10月加盟民生加银基金管理有限公司担任总经理助理兼固定收益部总监。自2014年3月起至今担任民生加银信用双利债券型证券投资基金基金经理;自2014年4月起至今担任民生加银平稳增利定期开放债券型证券投资基金、民生加银现金宝货币市场基金基金经理;自2014年8月起至今担任民生加银平稳添利定期开放债券型证券投资基金基金经理;自2016年6月起至今担任民生加银新动力灵活配置混合型证券投资基金基金经理;自2015年6月至今担任民生加银增强收益债券型证券投资基金、民生加银转债优选债券型证券投资基金基金经理;自2015年6月起至今担任民生加银新战略灵活配置混合型证券投资基金基金经理;自2015年12月至今担任民生加银新收益债券型证券投资基金基金经理;自2014年3月至2015年7月担任民生加银家盈理财7天债券型证券投资基金、民生加银现金增利货币市场基金基金经理;自2014年6月至2015年7月担任民生加银家盈理财月度债券型证券投资基金基金经理;自2014年8月至2016年1月担任民生加银岁岁增利定期开放债券型证券投资基金基金经理。
                        ",423.50,53.78%,"
                            ,8年又150天,
                            ,2008-12-10
                            ,
                            ,
                            ,
                        "
基金经理：罗薇,红塔红土基金管理有限公司,"
                            ,罗薇,澳洲新南威尔士大学会计学硕士,北京大学理学学士。历任红塔红土基金研究员、交易员,具备基金运作交易经验。罗薇女士具有基金行业交易、研究、投资领域工作实战经历,具有良好的证券研究能力以及丰富的行业经验,擅长于通过宏观经济分析对大类资产配置、通过行为金融学对市场投资者行为的分析以及通过价值分析对个股的挖掘。
                        ",11.97,11.46%,"
                            ,1年又166天,
                            ,2016-05-04
                            ,
                            ,
                            ,
                        "
基金经理：蔡丞丰,泓德基金管理有限公司,"
                            ,蔡丞丰,硕士研究生,中国台湾,曾任阳光资产管理股份有限公司电子研究员兼TMT组组长并负责管理研究部TMT投资组合,台湾全球人寿股票投资部资深研究员、投资经理,台湾华彦资产管理公司研究员;2015年12月加入泓德基金管理有限公司,现任资深研究员。
                        ",29.01,3.89%,"
                            ,81天,
                            ,2017-07-28
                            ,
                            ,
                            ,
                        "
基金经理：李倩,泓德基金管理有限公司,"
                            ,李倩:曾任中国农业银行股份有限公司资产管理部、金融市场部交易员, 中信建投证券股份有限公司资产管理部债券交易员、债券投资经理助理;2015年9月加入泓德基金管理有限公司,现任固定收益投资部基金经理。
                        ",94.60,33.17%,"
                            ,1年又301天,
                            ,2015-12-21
                            ,
                            ,
                            ,
                        "
基金经理：郭堃,泓德基金管理有限公司,"
                            ,郭堃先生:基金经理,硕士。曾任阳光资产管理股份有限公司行业研究部新能源和家电行业分析师、制造业研究组组长。现任泓德战略转型股票型证券投资基金基金经理、泓德泓信灵活配置混合型证券投资基金基金经理、泓德泓益量化混合型证券投资基金基金经理。
                        ",29.30,24.44%,"
                            ,1年又342天,
                            ,2015-11-10
                            ,
                            ,
                            ,
                        "
基金经理：苏昌景,泓德基金管理有限公司,"
                            ,苏昌景先生:硕士研究生,曾任国都证券股份有限公司研究所金融工程研究员、资产管理总部总经理助理、投资经理,具有多年量化投资及研究经验。
                        ",4.34,22.90%,"
                            ,1年又171天,
                            ,2016-04-29
                            ,
                            ,
                            ,
                        "
基金经理：赵耀,红塔红土基金管理有限公司,"
                            ,赵耀,香港中文大学金融财务工商管理硕士,厦门大学经济学学士,CFA(美国注册金融分析师)。历任诺安基金交易员、中国国际金融有限公司交易员,具有丰富的大资金运作交易经验。赵耀先生具有多年证券行业交易、研究、投资领域工作实战经历,是深圳市地方级领军人才,具有深厚的证券研究功底,良好的专业能力以及丰富的行业经验,精通于通过宏观经济分析对大类资产配置、通过行为金融学对市场投资者行为的分析以及通过价值分析对个股的挖掘。
                        ",11.16,18.93%,"
                            ,2年又165天,
                            ,2015-05-06
                            ,
                            ,
                            ,
                        "
基金经理：刘开运,九泰基金管理有限公司,"
                            ,刘开运先生,金融学硕士,中国籍,具有基金从业资格。曾任毕马威华振会计师事务所审计师,昆吾九鼎投资管理有限公司投资经理、合伙人助理。2014年7月加入九泰基金管理有限公司。曾任九泰天富改革新动力灵活配置混合型证券投资基金(2015年7月16日至2016年7月16日)基金经理,现任战略投资部定增业务组(锐系列)执行投资总监,九泰锐智定增灵活配置混合型证券投资基金(2015年8月14日至今)、九泰锐富事件驱动灵活配置混合型证券投资基金(2016年2月4日至今)、九泰锐益定增灵活配置混合型证券投资基金(2016年8月11日至今)、九泰锐丰定增两年定期开放灵活配置混合型证券投资基金(2016年8月30日至今)、九泰锐华定增灵活配置混合型证券投资基金(2016年12月19日至今)、九泰锐诚定增灵活配置混合型证券投资基金(2017年3月24日至今)的基金经理。
                        ",48.16,47.24%,"
                            ,2年又94天,
                            ,2015-07-16
                            ,
                            ,
                            ,
                        "
基金经理：秦毅,泓德基金管理有限公司,"
                            ,秦毅:曾任阳光资产管理股份有限公司研究部行业研究员;2015年3月加入泓德基金管理有限公司,曾任特定客户资产投资部投资经理,现任资深研究员、研究部总监助理。
                        ",9.17,6.37%,"
                            ,137天,
                            ,2017-06-02
                            ,
                            ,
                            ,
                        "
基金经理：邬传雁,泓德基金管理有限公司,"
                            ,邬传雁先生:副总经理,事业二部总监,基金经理,硕士。曾任幸福人寿保险股份有限公司总裁助理兼投资管理中心总经理、阳光保险集团股份有限公司资产管理中心投资负责人、阳光财产保险股份有限公司资金运用部总经理助理。
                        ",88.06,29.24%,"
                            ,2年又131天,
                            ,2015-06-09
                            ,
                            ,
                            ,
                        "
基金经理：王玥晰,九泰基金管理有限公司,"
                            ,王玥晰女士:理学硕士,中国籍,具有基金从业资格。历任诺安基金管理有限公司债券交易员,诺安基金管理有限公司基金经理助理,诺安货币市场基金A/B基金经理(2013年7月至2015年1月)。2015年4月加入九泰基金管理有限公司,现任九泰天宝灵活配置混合型证券投资基金(2015年8月3日至今)、九泰久盛量化先锋灵活配置混合型证券投资基金(2015年11月10日至今),九泰日添金货币市场基金(2015年12月8日至今)、九泰久稳保本混合型证券投资基金(2016年4月22日至今)、九泰久利灵活配置混合型证券投资基金(2016年11月7日至今)的基金经理。
                        ",59.79,40.00%,"
                            ,3年又235天,
                            ,2013-07-31
                            ,
                            ,
                            ,
                        "
基金经理：林柏川,九泰基金管理有限公司,"
                            ,林柏川:中国国籍,研究生、药物化学硕士。2011年1月至2014年6月,就职于中信建投证券股份有限公司,任医药行业研究员。2014年6月至2015年6月,就职于信诚人寿保险有限公司,任医药行业研究员。2015年6月加入九泰基金管理有限公司。
                        ",29.71,-5.99%,"
                            ,285天,
                            ,2017-01-05
                            ,
                            ,
                            ,
                        "
基金经理：孟亚强,九泰基金管理有限公司,"
                            ,孟亚强:研究生、保险精算硕士,2009年7月至2015年8月,就职于博时基金管理有限公司,历任股票投资部量化研究员、投资经理助理、基金经理助理、投资经理。2015年8月加入九泰基金管理有限公司。
                        ",26.87,33.58%,"
                            ,1年又132天,
                            ,2016-06-07
                            ,
                            ,
                            ,
                        "
基金经理：徐占杰,九泰基金管理有限公司,"
                            ,徐占杰:南开大学世界经济硕士,CFA、FRM,中国籍,具有基金从业资格。历任华泰证券首席交运行业研究员、湘财证券首席电子行业研究员、中国华电集团资本控股公司高级投资项目经理。擅长股票研究和定向增发投资,负责公司定向增发投资业务体系建设和投资。2015年加入九泰基金,现任战略投资部定增团队负责人。
                        ",3.38,6.94%,"
                            ,1年又21天,
                            ,2016-09-26
                            ,
                            ,
                            ,
                        "
基金经理：吴祖尧,九泰基金管理有限公司,"
                            ,吴祖尧:清华大学铸造专业硕士,中国籍,具有基金从业资格。历任中国信达信托投资公司证券研究部副经理,中国银河证券研究中心研究主管、董事总经理,中国银河证券投行内核小组成员,中国银河证券投资顾问部董事总经理,中国银河证券投资决策委员会委员。2014年加入九泰基金管理有限公司,现任总经理助理,九泰天富改革新动力灵活配置混合型证券投资基金基金经理(2015年12月9日至今)。
                        ",11.69,6.94%,"
                            ,1年又313天,
                            ,2015-12-09
                            ,
                            ,
                            ,
                        "
基金经理：于启明,嘉合基金管理有限公司,"
                            ,于启明:曾任宝盈基金管理有限公司基金经理、嘉合基金管理有限公司基金经理。
                        ",104.69,48.33%,"
                            ,4年又246天,
                            ,2012-07-06
                            ,
                            ,
                            ,
                        "
基金经理：王克玉,泓德基金管理有限公司,"
                            ,王克玉先生:硕士。现任泓德优选成长混合型证券投资基金基金经理,曾任元大京华证券上海代表处研究员、天相投资顾问有限公司分析师、国都证券有限公司分析师、长盛基金管理有限公司基金经理及权益投资部副总监。
                        ",38.26,267.77%,"
                            ,6年又312天,
                            ,2010-07-16
                            ,
                            ,
                            ,
                        "
基金经理：刘心任,九泰基金管理有限公司,"
                            ,刘心任,研究生、经济学硕士,2011年7月至2015年5月, 就职于广发基金管理有限公司, 历任研究发展部研究员。2015年5月加入九泰基金管理有限公司。
                        ",29.71,-5.76%,"
                            ,336天,
                            ,2016-11-15
                            ,
                            ,
                            ,
                        "
基金经理：季慧娟,嘉合基金管理有限公司,"
                            ,季慧娟女士,曾任华宝信托有限责任公司交易员,德邦基金管理有限公司债券交易员,中欧基金管理有限公司债券交易员,嘉合基金管理有限公司债券交易员。
                        ",104.69,13.10%,"
                            ,2年又102天,
                            ,2015-07-08
                            ,
                            ,
                            ,
                        "
基金经理：欧阳沁春,汇添富基金管理股份有限公司,"
                            ,欧阳沁春先生,国籍:中国,13年证券从业经验。曾任卫生部武汉生物制品研究所助理研究员、中国网络(百慕大)有限公司项目经理、大成基金管理有限公司行业研究员、国联安基金管理有限公司行业研究员,2006年9月加入汇添富基金管理股份有限公司任高级行业分析师,2007年3月6日至2007年6月17日任汇添富均衡增长股票型证券投资基金的基金经理助理,2007年6月18日至2012年3月2日任汇添富均衡增长股票型证券投资基金的基金经理,2011年3月29日至今任汇添富社会责任股票型证券投资基金的基金经理,2014年8月26日至今任汇添富移动互联股票基金的基金经理。
                        ",86.22,96.60%,"
                            ,10年又88天,
                            ,2007-07-24
                            ,
                            ,
                            ,
                        "
基金经理：高欣,汇添富基金管理股份有限公司,"
                            ,高欣先生,国籍:中国香港,1981年出生,香港大学经济学硕士,香港中文大学电子工程学哲学硕士。曾任泰康资产管理(香港)有限公司助理投资经理,广发资产管理(香港)有限公司高级分析师、助理基金经理。2012年10月加入汇添富资产管理(香港)有限公司,2013年9月2日至今任汇添富港币债券基金的基金经理。
                        ",3.23,3.08%,"
                            ,180天,
                            ,2017-04-20
                            ,
                            ,
                            ,
                        "
基金经理：陶然,汇添富基金管理股份有限公司,"
                            ,陶然先生:国籍:中国,学历:法国图卢兹国立综合理工学院工学硕士、法国图卢兹第一大学金融工程硕士,相关业务资格:证券投资基金从业资格、CFA。从业经历:曾任海富通基金、华安基金债券交易员,2016年9月加入汇添富基金管理股份有限公司任基金经理助理。
                        ",692.93,0.45%,"
                            ,40天,
                            ,2017-09-07
                            ,
                            ,
                            ,
                        "
基金经理：楚天舒,汇添富基金管理股份有限公司,"
                            ,楚天舒女士:国籍:中国,南开大学经济学博士,多年证券从业经验。曾任职于深圳商业银行、华安证券、华富基金管理公司、深圳证券交易所、上海证券交易所、华宝兴业基金管理公司,2014年5月加入汇添富基金管理股份有限公司,现任指数与量化投资部副总监。2016年8月8日至今任中证上海国企ETF的基金经理,2016年9月18日至今任上海国企ETF联接的基金经理。
                        ",169.08,2.06%,"
                            ,1年又70天,
                            ,2016-08-08
                            ,
                            ,
                            ,
                        "
基金经理：丘栋荣,汇丰晋信基金管理有限公司,"
                            ,丘栋荣先生:长江商学院工商管理硕士,天津大学化工工程与工艺学士,曾任厦门宏发电声股份有限公司工程师、大闽食品(漳州)有限公司销售经理、群益国际控股有限公司上海代表处研究部消费品行业研究员、研究组长。丘栋荣先生于2010年9月加入汇丰晋信基金管理有限公司,历任股票行业研究员、高级研究员。
                        ",125.83,204.17%,"
                            ,3年又32天,
                            ,2014-09-16
                            ,
                            ,
                            ,
                        "
基金经理：应晓立,华宸未来基金管理有限公司,"
                            ,应晓立:2010年1月至2011年12月30日在中信期货公司交易部任交易员,2012年1月至2013年1月以及2014年3月至2015年6月在上海归富投资管理有限公司研究部任资深研究员及研究总监,2013年1月至2014年2月在上海紫石投资有限公司任行业研究员及专户基金经理,2015年7月至今在华宸未来基金管理有限公司投研部担任行业研究员。
                        ",0.18,4.12%,"
                            ,1年又292天,
                            ,2015-12-30
                            ,
                            ,
                            ,
                        "
基金经理：杨瑨,汇添富基金管理股份有限公司,"
                            ,杨瑨先生:清华大学工程学硕士。相关业务资格:证券投资基金从业资格。从业经历: 2010年8月加入汇添富基金管理股份有限公司,2010年8月至今担任公司的TMT行业分析师。
                        ",2.29,36.65%,"
                            ,265天,
                            ,2017-01-25
                            ,
                            ,
                            ,
                        "
基金经理：刘璎,海富通基金管理有限公司,"
                            ,刘璎女士：硕士。先后任职于交通银行、华安基金管理有限公司，曾任华安上证180ETF基金基金经理助理；2007 年3 月至2010 年6 月担任华安上证180ETF基金基金经理，2008 年4 月至2010 年6 月担任华安中国A 股增强指数基金基金经理。2010年 6月加入海富通基金管理有限公司。2010年11月起任海富通上证周期ETF基金及海富通上证周期ETF联接基金基金经理，2011年4月起兼任海富通上证非周期ETF基金及海富通上证非周期ETF联接基金基金经理。2012年1月起任海富通中证100指数(LOF)基金经理。2012年5月起兼任海富通中证内地低碳指数基金经理。
                        ",2.57,70.23%,"
                            ,10年又75天,
                            ,2007-03-14
                            ,
                            ,
                            ,
                        "
基金经理：程彧,汇丰晋信基金管理有限公司,"
                            ,程彧先生:上海复旦大学国际经济专业学士学位,加拿大英属哥伦比亚大学国际工商管理硕士学位,特许金融分析师。曾任毕马威会计师事务所担任助理审计经理、摩根士丹利房地产基金投资经理。2008年加入汇丰晋信基金管理有限公司主管国际业务,先后任职国际业务部副总监及国际业务部总监。
                        ",6.62,24.20%,"
                            ,341天,
                            ,2016-11-10
                            ,
                            ,
                            ,
                        "
基金经理：魏东,国联安基金管理有限公司,"
                            ,魏东先生,硕士研究生学历,曾任职于平安证券有限责任公司和国信证券股份有限公司;2003年1月加盟华宝兴业基金管理有限公司,先后担任交易部总经理、华宝兴业宝康灵活配置证券投资基金基金经理和华宝兴业先进成长股票型证券投资基金基金经理、投资副总监及国内投资部总经理职务。2009年6月加入国联安基金管理有限公司,担任总经理助理。2009年8月起至今兼任投资总监。2009年9月至今,担任国联安德盛精选股票证券投资基金的基金经理。2009年12月至2011年8月,担任国联安主题驱动股票型证券投资基金的基金经理。2011年11月至今,担任国联安基金管理有限公司副总经理。
                        ",23.32,215.81%,"
                            ,13年又29天,
                            ,2004-05-18
                            ,
                            ,
                            ,
                        "
基金经理：李博良,华泰证券(上海)资产管理有限公司,"
                            ,李博良女士:金融工程学硕士,2013年加入华泰证券从事资产管理业务,2015年进入华泰证券(上海)资产管理有限公司从事固定收益产品投资及交易工作。
                        ",2.65,0.52%,"
                            ,54天,
                            ,2017-08-24
                            ,
                            ,
                            ,
                        "
基金经理：韩克,华泰证券(上海)资产管理有限公司,"
                            ,韩克先生,金融学硕士,曾任南方基金管理有限公司交易管理部债券交易员,固定收益部研究员。 2015年加入华泰证券(上海)资产管理有限公司从事固定收益产品投资研究工作。
                        ",152.47,0.55%,"
                            ,67天,
                            ,2017-08-11
                            ,
                            ,
                            ,
                        "
基金经理：倪莉莎,华富基金管理有限公司,"
                            ,倪莉莎:曼彻斯特大学硕士研究生学历、硕士学位。2014年2月加入华富基金管理有限公司,先后担任集中交易部助理交易员、交易员,固定收益部华富货币市场基金、华富天益货币市场基金、华富益鑫灵活配置混合型基金、华富恒财分级债券型基金的基金经理助理,现任华富恒财分级债券型基金基金经理、华富天盈货币市场基金基金经理。
                        ",7.19,0.42%,"
                            ,35天,
                            ,2017-09-12
                            ,
                            ,
                            ,
                        "
基金经理：姚姣姣,华富基金管理有限公司,"
                            ,姚姣姣:中国国籍,复旦大学金融学研究生学历、硕士学位。先后任职于广发银行股份有限公司、上海农商银行股份有限公司,从事交易管理工作。2016年11月加入华富基金管理有限公司,现任华富货币市场基金、华富恒稳纯债债券型证券投资基金、华富天益货币市场基金(募集中)的基金经理职务。
                        ",328.51,2.87%,"
                            ,286天,
                            ,2017-01-04
                            ,
                            ,
                            ,
                        "
基金经理：翁海波,华富基金管理有限公司,"
                            ,翁海波:清华大学工程学硕士,研究生学历,曾任华安证券股份有限公司证券投资部研究员。2012年2月加入华富基金管理有限公司,先后担任助理行业研究员、行业研究员、华富策略精选灵活配置混合型基金基金经理助理、华富策略精选灵活配置混合型基金基金经理、华富智慧城市灵活配置混合型基金基金经理。现任华富天鑫灵活配置混合型基金基金经理、华富物联世界灵活配置混合型基金基金经理、华富灵活配置混合型基金基金经理。
                        ",6.57,1.47%,"
                            ,1年又297天,
                            ,2015-12-25
                            ,
                            ,
                            ,
                        "
基金经理：阳琨,华夏基金管理有限公司,"
                            ,阳琨先生:北京大学MBA。曾任宝盈基金管理有限公司基金经理助理,益民基金管理有限公司投资部部门经理,中国对外经济贸易信托投资公司财务部部门经理。2006年加入华夏基金管理有限公司,历任策略研究员、兴和证券投资基金基金经理(2009年1月1日至2012年1月12日期间)等,现任股票投资部副总经理,兴华证券投资基金基金经理(2007年6月12日起任职)、华夏盛世精选股票型证券投资基金基金经理(2009年12月18日起任职)。
                        ",18.33,88.20%,"
                            ,10年又130天,
                            ,2007-06-12
                            ,
                            ,
                            ,
                        "
基金经理：吕佳玮,华夏基金管理有限公司,"
                            ,吕佳玮先生:清华大学工学硕士, 2012年7月加入华夏基金管理有限公司,任投资研究部研究员。
                        ",11.77,1.63%,"
                            ,67天,
                            ,2017-08-11
                            ,
                            ,
                            ,
                        "
基金经理：张亮,华富基金管理有限公司,"
                            ,张亮,上海交通大学材料加工工程学硕士,研究生学历。曾任天治基金管理有限公司行业研究员,2013年7月加入华富基金管理有限公司,先后担任研究发展部行业研究员、华富竞争力优选混合型基金基金经理助理,现任华富国泰民安灵活配置混合型基金基金经理。
                        ",2.23,9.59%,"
                            ,2年又233天,
                            ,2015-02-27
                            ,
                            ,
                            ,
                        "
